date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:14:56	65722/65722	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202019%2003:44:56%20GMT	https://laravel.com/docs/5.8/billing	f:/learing/offline/laravel%205.8/laravel.com/docs/5.8/billing.html	(from https://laravel.com/docs/5.8)
08:14:56	41935/41935	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202019%2003:44:56%20GMT	https://laravel.com/docs/5.8/envoy	f:/learing/offline/laravel%205.8/laravel.com/docs/5.8/envoy.html	(from https://laravel.com/docs/5.8)
08:14:57	44480/44480	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202019%2003:44:57%20GMT	https://laravel.com/docs/5.8/horizon	f:/learing/offline/laravel%205.8/laravel.com/docs/5.8/horizon.html	(from https://laravel.com/docs/5.8)
08:14:58	76902/76902	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202019%2003:44:58%20GMT	https://laravel.com/docs/5.8/passport	f:/learing/offline/laravel%205.8/laravel.com/docs/5.8/passport.html	(from https://laravel.com/docs/5.8)
08:14:59	53097/53097	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202019%2003:44:59%20GMT	https://laravel.com/docs/5.8/scout	f:/learing/offline/laravel%205.8/laravel.com/docs/5.8/scout.html	(from https://laravel.com/docs/5.8)
08:15:00	40411/40411	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202019%2003:45:00%20GMT	https://laravel.com/docs/5.8/socialite	f:/learing/offline/laravel%205.8/laravel.com/docs/5.8/socialite.html	(from https://laravel.com/docs/5.8)
08:15:01	47670/47670	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202019%2003:45:00%20GMT	https://laravel.com/docs/5.8/telescope	f:/learing/offline/laravel%205.8/laravel.com/docs/5.8/telescope.html	(from https://laravel.com/docs/5.8)
08:15:03	37957/37957	---M--	200	added ('OK')	application/javascript	etag:%229445-582d218309182%22	http://cdn.carbonads.com/carbon.js?serve=CKYILK3E&placement=laravelcom	f:/learing/offline/laravel%205.8/cdn.carbonads.com/carbon83bb.js	(from https://laravel.com/docs/5.8)
08:15:03	12276/12276	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256eb5bc8-2ff4%22	https://laravel.com/assets/js/viewport-units-buggyfill.js	f:/learing/offline/laravel%205.8/laravel.com/assets/js/viewport-units-buggyfill.js	(from https://laravel.com/docs/5.8)
08:15:03	636039/636039	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c0541ee-9b487%22	https://laravel.com/assets/js/laravel.js?id=8f117ab66f097a179fb0	f:/learing/offline/laravel%205.8/laravel.com/assets/js/laravel91b2.js	(from https://laravel.com/docs/5.8)
08:15:03	41063/41063	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202019%2003:45:03%20GMT	https://laravel.com/docs/master/installation	f:/learing/offline/laravel%205.8/laravel.com/docs/master/installation.html	(from https://laravel.com/docs/5.8/installation)
08:15:04	40478/40478	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202019%2003:45:04%20GMT	https://laravel.com/docs/5.7/installation	f:/learing/offline/laravel%205.8/laravel.com/docs/5.7/installation.html	(from https://laravel.com/docs/5.8/installation)
08:15:04	39940/39940	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202019%2003:45:04%20GMT	https://laravel.com/docs/5.6/installation	f:/learing/offline/laravel%205.8/laravel.com/docs/5.6/installation.html	(from https://laravel.com/docs/5.8/installation)
08:15:05	39814/39814	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202019%2003:45:05%20GMT	https://laravel.com/docs/5.5/installation	f:/learing/offline/laravel%205.8/laravel.com/docs/5.5/installation.html	(from https://laravel.com/docs/5.8/installation)
08:15:06	39144/39144	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202019%2003:45:06%20GMT	https://laravel.com/docs/5.4/installation	f:/learing/offline/laravel%205.8/laravel.com/docs/5.4/installation.html	(from https://laravel.com/docs/5.8/installation)
08:15:07	39206/39206	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202019%2003:45:07%20GMT	https://laravel.com/docs/5.3/installation	f:/learing/offline/laravel%205.8/laravel.com/docs/5.3/installation.html	(from https://laravel.com/docs/5.8/installation)
08:15:07	35607/35607	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Apr%202019%2003:45:07%20GMT	https://laravel.com/docs/5.2/installation	f:/learing/offline/laravel%205.8/laravel.com/docs/5.2/installation.html	(from https://laravel.com/docs/5.8/installation)
